"date","value","topic","variable_short","variable_long","location","unit","source","update","public","description"
"2020-02-21",26.3999384053439,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-18",23.5458931925589,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-24",23.8664218586714,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-22",20.6711114325695,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-19",22.8942348731221,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-25",21.5536483299755,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-23",13.5413911147038,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-20",25.0814735209615,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-26",20.0651901962039,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-02",21.5993878675392,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-27",22.1091755932093,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-03",21.9096347339949,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-16",13.1278698109053,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-04",23.6689354614813,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-17",21.3013587016009,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-09",15.4010827781526,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-06",19.6970621893676,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-28",25.715501636699,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-10",15.7258643797002,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-07",15.1747999880146,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-16",11.6157680206483,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-29",19.3101400233307,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-11",17.5001097334342,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-08",12.126886878408,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-17",16.2152982106774,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-01",11.7732420401997,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-12",17.0471763476966,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-21",21.6794482395022,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-18",19.2408707142008,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-16",10.8290366383914,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-22",17.6732241865238,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-19",17.530355116225,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-17",8.0913037478862,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-23",12.4301011451483,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-20",19.8658818681231,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-18",7.09388678668689,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-24",18.451521964733,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-08",13.9685478297356,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-19",5.98801534582033,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-02-28",20.5647097518925,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-13",15.5755497135946,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","Städtischer Raum","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
"2020-03-09",20.1423421940277,"Mobilität","tages_distanz_median"," mediane Tagesdistanz","CH","km","intervista Tracking-panel","täglich","ja","https://github.com/statistikZH/covid19monitoring_mobility_intervista"
